,username,video_description,id,creator
25,julianadeliberais,#stitchwith@nowthispoliticstheinflationreductionactwasabigwinthathelpedmakethispossiblebutit’sdefinitelynotenough.strongerpoliciestofightclimatechangearestillneededallaroundtheworldandweshouldallgetpoliticallyinvolvedtodemandthosepolicies.#cop27#climatecrisis#parisclimateagreement#climatechange#inflationreductionact#climateaction,7165203021314444587,nowthis
26,k3lli4nne,#duetwith@nowthispolitics#bigoil#icwa#adoptee#usa#canada#turtleisland#chevyevsongcontest#love#sos#army#war#peace#dogsoftiktok#catsoftiktok#isanyonethere#blm#bipoc#nativelivesmatter#bigoil#savetheworld#♻️#🍃#nativetok#democrat#republican#vote#help#adoption#jesuswouldntapproveyoursocalledsaviorwouldntbeokaywithyoustealingchildrentobrainwashthem&takedirtybigoilmoney,7164543849820376362,nowthis
27,a.riverrat,"#stitchwith@pique_action#renewableenergy#eminentdomain#microhydropower#damreclamation#sustainablegrids#plasmagasification#womeninwelding#utpol#utah#climateactivists#climateactionnow#nomoredirtydamsevena#fishfriendly#hydropower#turbinecanstill#malfunctionandspillthousandsofgalonsoftoxic#chemicalsintoa#riversystem.thisstitchedvideoisanexampleoffolksneedingtodoresearchandworktogreenyourbackyardsotospeak,inyourstates.#southwest#landback",7164138323437522219,pique_action
28,blerdronner,"a#stitchwith@jalamgivinganexampleoftheperfectlitmustest.thesetestsareimportanttodeterminewhoyoudate,whereyouwork,orwhoyou’llengagewithonsocialmedia.ifyourtimeisvaluable,youareusethem.##cult45##trumpsupporters##trumpism##trumpisadisgrace##wisdom##datingadvice##litmustest##politics##blacktiktokers##blerdronner",7165174019514305835,nexamp
29,luis_islandboi,#duetwith@xrnyc#occupyparkave#fyp#tedcruz#fyp#foryourpages#gay#houston#foryourpage#loveislove#political#couples#christian#christian#evangelion#couples#gaycouple#voteblue#veteran#texas,7158204696119758123,xrnyc
30,luis_islandboi,#duetwith@chizpadivina1#student#political#christian#evangelion#fyp#foryourpages#couples#gay#gaycouple#houston#foryourpage#loveislove#love#voteblue#veteran#husband#katy#democrat#republican#doggydad,7157385197632179499,padi
31,paigebrownunicorn,#stitchwith@spannwx#weatheralert#weatherupdate#storms#alabama#huntsville#northalabama#rocketcity#tornado#hail#strongstorms#weather,7171443812273802542,weather
32,somewhatsustainable,#stitchwith@ecoshikalasticheckedapetitionisintheworkssointhemeantimepleasefollowthiscreatorandcheckouttheothervideosandstayupdated!!#joshuatrees#joshuatreeconservation#environmentaljustice#earthdayeveryday#ecotok#sustainabilitytiktok#greenscreen,7173707659500309806,ecoshika
33,twobraids2.0,#stitchwith@twobraids2.0ihopeyoutakesomethingawayfromallthis.maymypainandsufferinghelpyoutowardshealingyours.✊🏽🪶🤍💛🖤❤️#twobraids#nativetiktok#recovery#mentalhealth#sobreity#fitness#weightloss#weightlifting#diet#transformation#accountability#nativeamerican#indigenoustiktok#navajo#nezperce#yakama,7174240071812468010,twobraids2.0
34,somewhatsustainable,#duetwith@ecoshikathisiswhyigotbeefwithrealestateagents.pleasesupportandspreadthewordaboutthis!#communitygarden#comptoncommunitygarden#commercialdevelopment#realestate#straightouttacompton#hoodhealth#community#environmentaljustice#ecotok#sustainabilitytiktok#earthdayeveryday#environmentalplanner,7228259798826028334,ecoshika
35,radd7773nab,#duetwith@nativeamericanlegends#nativeamerican#greenscreensticker#israelites#hebrewisraelite#indigenous#native#12tribesofisrael,7230993889493044522,nativeamericanlegend
36,heathermcteertoney,"#questionfrom@heathermcteertoney#duetwith@peopleoverplasticcopiedfrom#peopleoverplastics“josettecruzsaysshe'sdeeplyconcernedherfellow#brownsville,texasresidentsdonotknowtheirrightswhenitcomestoresistingbig#oilandgasindustriesand#spacex.cruzsaystheactivitiesofthesecompaniesaredirectlyharmingresidents,andyetshesaysshefearspeopledon'trealizetheyhavethepowertoresistthem.#environmentalracism#beyondpetrochemicals#fyp#trending#viral#watchtillend",7232687072803294506,heathermcteertoney
37,cxffeeblack,supportthemovementatcxffeeblack.comgrabadimebagofgujimaneslidethrutheantigentrificationcxffeeclub#choose901#memphiscoffee#hoodcoffee#panafrican#diaspora#specialtycoffee#powernomics#memphis#rwandancoffee#blackcoffeetiktok#coffeeroaster#backtoafricamovement#blackownedcoffeebrand#diaspora#panafricanism#travelingwhileblack#specialtycoffee#travelnoir#decolonize#starbucks#blackcoffee#blackownedcoffee#coffeeindustry#africancoffee#stitchwith#coffee#memphis#blackowned#buyblack#problack#diaspora#ethiopiancoffee#panafrican#oromo#guccimane#documentary#blackownedbusiness#coltan#cobalt#coffeelover#coffeescience#starbucks#panafrican#congo#sierraleonetiktok#coffeastenophylla#coffeaarabica#coffeeroasters#environmentalracism#africanunion#africaunite#specialtycoffee#thirdwavecoffee#decolonize#specialtycoffee#coffeeroaster#gujimane#buyblack#blackownedbeveragecompany,7232672580640132398,cxffeeblack
38,wearepuzzles,#duetwith@genzforchange#greenscreeniwishiwasoldenoughtohavewatchedjonstewart'sshow.heisamazing!#foryou#actuallyautistic#fyp#foryoupage#fypシ#lgbtqtiktok#lgbtq🏳️‍🌈#genzforchange#genz#bigots#humanrights#gunviolenceawareness#gunviolenceneedstostop#itstheguns#dragqueen,7211342346930195758,genzforchange
39,thestreetswannaknow,#streetswannaknow#followback#explore#video#meme#duet#repost#sub#subcribe#share#comment#tiktokfamous#new#tiktokchallenge#tiktoktrend#viralvideos#viralpost#slowmo#behindthescenes#virall#viral_video#virale#viraliza##kanye#kanyewest#ye#kimkardashian#kim#hollywood#drama#youtube#gossip#gossipgirlhere#gossipgirledit#gossipgalnews#gossipgirlreboot#drama#greenscreen#youngmaimi#citygirls#jt#miami#diddy#puffdaddy#love#cheater#cheat#girlfriend#boyfriend#pregnant#drama#news#media#greenscreen#torylanez#megan#megantheestallion#lie#kelsey#scandal#dramatiktok#drama#greenscreen#law#makers#introduce#new#bill#joebiden#ban#tiktok#greenscreen#rip#ellen#ellendegeneres#tvshow#djtwitch#stephentwitchboss##duetwith@mrbeast##prison#news#media#on#zyioncharles#altercation#atlanticstationshooting#atlanticstation#atlanticstaionatl#atlanta#ga#georgia#atlscoop#policeman#policeofficer#lilwayne#ig#pulledover#greenscreen#gunna#gunnawunna#ysl#youngthug#thugger#thuggerthugger1#travis#free#freefire#torylanez#basketball#greenscreen#mexico#jailfree#prison#greenscreen#bensimmions#megan#megantheestallion#torylanez#tory#ben#bensimmons#relations#sex#relationship#kylie#kyliejenner#greenscreen#baby#lab#scienceexperiments#terminator#clone#mom#dad#science#greenscreen#ericclark#hanover#captured#after#8#years#on#run#tea#megan#tory#courtcase#trail#meagantheestallion#torylanez#drama#shooting#kylie#kyliejenner#djakademoks#milagrograms#greenscreen#torylanez#tory#megan#megantheestalllon#mexico#shooting#court#lawyers#dipping#it#low#speading#it##wide#twerk#twerktwerktwerk😍😍#twerkin😊#twerkit_twerkit#twerksummertwerk#media-#drama#greenscreen#meagan#meagantheestallion#torylanez#torylane#toryoupage#explore#explorepage#greenscreen#walmart#ceo#warns#stop#steal#stolen#shoplift#target#shutdown#t#tiktok#love#like#follow#followforfollowback#explore#video#meme#duet#repost#sub#subcribe#share#comment#tiktokfamous#new#tiktokchallenge#tiktoktrend#viralvideos#viralpost#slowmo#behindthescenes#virall#viral_video,7211914509773114670,streetswannaknow
40,ryangle3000,"#stitchwith@alternativelivingspaces#greenscreen🌟haveyoueverwonderedhowmuchitcoststobuildacustomcontainerhomewithallthebellsandwhistles?🤔today,i'mtakingyoubehindthescenesofaprojectbyalternativelivingspaces🏡injoshuatree🌵togiveyouacostbreakdown.thisamazingthreebedroom,twobathhomewithsolarpanels☀️,aroofdeck🌅,apool🏊‍♀️,andapatioarea🍹isestimatedtocostbetween$500,000and$600,000.💰soifyou'recuriousaboutthecostsofbuildingyourdreamhome,stickaroundforthistour!let'sgocrunchsomenumbers!#containercostbreakdown#costbreakdowncontainerhome#alternativelivingspaces#joshuatree#ecofriendlyliving#modernluxury#solarpowered#roofdeck#poolsideliving#patiogoals#dreamhome#luxuryrealestate#customhome#hometour#homeinspiration#homedesign#housegoals#realestateinvesting#investinproperty#tiktokhomes#tiktokrealestate#homesweethome🏡",7210754283422207278,alternativelivingspaces
41,moorejennie78,#stitchwith@moorejennie78it’smindblowingthatonewhitemanintexasgetstomakeadecisionthatwillaffectwomeninallstates!wtf?!?youknowhe’salreadymadehisdecisionbuthe’swaitinguntilfridayat5pmwhenhethinkstherewillbelessnewscoverage.#seehergreatness#fyp#foryoupage#tiktok#incomingstitch#stitchincoming#abortion#abortionrights#abortionisessentialhealthcare#abortionban#abortionisahumanright#abortionishealthcare#abortions#abortionisnormal#abortionrightsarehumanrights#abortionpill#texasjudge#republicansareevil#republicansaretheproblem#republicansarehypocrites#republicansareliars#republicanshatewomen#republicansdontcare#democratscare#democrats#democratsoftiktok#voteblue#votebluenomatterwho#abortionsarehealthcare#abortionsareawomansright#abortionsarehumanrights#wtf#whatthehell,7211580318808149294,moorejennie78
42,bori3xx,#duetwith@goddessmarilov3#spiritualtiktok#spirituality#spiritual#naturaldisaster#earthquake#fyp#lmfao#nassaucounty#nyc,7197600902449237294,ilo
43,trashcaulin,#duetwith@oneoceanresearchthisonehurtmyheart💔🦈#sharkeducation#shark#sharkweek#ocean#marinelife#plasticpollution,7251937527974710570,oneoceanresearch
44,a_thing_with_feathers,#duetwith@genzforchangetheywantthewholecountrytocalltheirrepssolet'sgetitdone!!!!!wecanhelpthem!!!!!#freespeechmatters#communityorganizing#guncontrolsaveschildrenslives#protectkidsnotguns#mutualaid#genzforchange,7219368139979492650,genzforchange
45,goodgoodgoodco,#duetwith@thegarbagequeensomegreatadvicefromthegarbage(+climateoptimism)queenherself!👸🏼🌎#climateoptimism#climateoptimist,7217596666441108782,thegarbagequeen
46,toxicmillennial,#stitchwith@lesswastelauralauratakeslondon#bandisposablevapes#westminster,7219443485110209798,lesswastelaura
47,kaotickarmaa,#stitchwith@kaotickarmaathisisliterally#censorship#factsoverfeelings#fypシ#fyp#patriot#democrats#republican#patriotfamily,7217571227731316011,kaotickarmaa
48,misswinnieo,#stitchwith@misswinnieo##psa#sistasinstemm#environmentalracism#letsharpaboutit#usda#antidiscrimination#coatbwnafww📚#farming#blackfarmersoftiktok#blacktiktokcommunity#blackjoy#supportblackbusiness#blackfemalefarmer#smalltownusa#usa#padep#environmentaljustice#finance,7267758148931439915,misswinnieo
49,invertebabe,#stitchwith@theoceancleanupforeveroceanvoyageinsitutesbiggestfan#science#sciencetok#marinescience#marinebiology#greatpacificgarbagepatch#learnontiktok#stem#ocean,7266143842842316074,theoceancleanup
50,voters4ethics,#duetwith@voters4ethics#politicaltiktok#usa#america#viral#popular#influencer#influencers#viralinfluencer#relatable#trend#gop#republican#republicans#conservatives#leftwing#democrat#democrats#liberal#liberals#political#politics#trump#donaldtrump#trumpcult#trumpindictment#jacksmith#biden#joebiden#harris#kamalaharris#woke#wokeness#staywoke,7265166892824907050,voters4ethics
51,voters4ethics,#duetwith@voters4ethics#politicaltiktok#usa#america#viral#popular#influencer#influencers#viralinfluencer#relatable#trend#gop#republican#republicans#conservatives#leftwing#democrat#democrats#liberal#liberals#political#politics#trump#donaldtrump#trumpcult#trumpindictment#jacksmith#biden#joebiden#harris#kamalaharris#woke#wokeness#staywokeyall,7265779686679039278,voters4ethics
52,mark_gd,#duetwith@theweatherchannel#hilary#what#hurricane#hurricaneian#omg#storm#storms#fyp#fypシ#trending#scary,7268834687294901550,weatherchannel
53,mark_gd,#duetwith@theweatherchannel#hilary#what#hurricane#hurricaneian#omg#storm#storms#fyp#fypシ#trending#scary,7268834687294901550,weather
54,sunandswell,#stitchwith@relaurenlet’sstriveforgrowth!!reducingplasticonesnackatatime🌎🤝#plasticfree#compostpackaging#environmentallyfriendly,7201302396960673070,relauren
55,a.b.fritz.joy,#duetwith@avatar_mela#generalstrikeus.com#strike#protest#fight#stand#march#eattherich#fyi#fyp#foryou#foryourpage#info#goviral#viral#makeviral#boost#amplify#go#change#workersunite#union#citizen#community#better#wages#livingwage#blm#lgbtqia#lgbt#sahm#sahd#men#women#minimumwage#cost#costofliving#fightback#join#jointhefight#equality#america#american#usa#pinkhat#pussyhat#feminism#women#womenownedbusiness#acab#fightthedarkness#wisconsin#maryland#washington#ohio#pennsylvania#mississippi#arkansas#arizona#texas#florida#louisiana#california#newyork#illinois#indiana#colorado#northdakota#wyoming#states#unitedstates#nevada#utah#rhodeisland#bosten#massachusetts#washingtondc#minnesota#iowa,7201484483466415406,generalstrikeus
56,nothinggoingtogetbetter,#stitchwith@brainrotpolitics#capitalism#communism#wealth#rich#poor#fair#taxes#justice#socialjustice#social#business#truth#education#advocate#life#people#homeless#foodinsecure#food#gas#oil#bebetter#economy#wealthredistribution#exploit#cruel#selfish#lobby#greed,7199707886916750634,brainrotpolitics
57,stacyebranche,#duetwith@dixon.white#fypシ#blacktiktok#ytsupremacy#criticalracetheory#blackhistory#srophate#blackcommunity#ytfragility#ytprivilege#racist#racialjustice#stateoftheunion#education#florida#stopdeklantis#woke,7198707240621116714,dixon.white
58,thepreppingmomma,#stitchwith@rebelcanningmomyouarealwayssosweetwhenyoucontinuetosharethisinfodespitetheicredibleamountofrudenessyouencounter.#canning#canner#foodpreservation#savemoney#lowwaste#nowaste#fyp#homestead#prepping,7201525628812807470,rebelcanningmom
59,wearebetterworld,#stitchwith@cnnunderscored#greenscreenstaytunedforpart2!#lowwaste#zerowaste#charcoal#charcoalstick#waterfilter#brita#purwater#lifestraw#filter#plasticfree,7198610086896422187,cnn
60,trashcaulin,#duetwith@4oceanthisisanincredibleaccomplishment♻️🌎#ghostnet#4ocean#plasticpollution#plasticfree#oceanconservation,7198180803359100203,4ocean
61,becomingchristine,#duetwith@therecount#fyp#rick#scott#ron#johnson#gop#republicans#plan#brochure#social#security#medicare#truth#biden#state#of#union#february#17#2023#friday#political#discourse#respect#manners#forgotten#social#issues,7201340056450420014,therecount
62,trashcaulin,#duetwith@sambentleyineedabeachvacuumsobad!!#fyp#plasticpollution#trash#beach#beachcleanup#microplastics,7287587667624201515,sambentley
63,robecs,"#stitchwith@toussaintmorrisonmoveoverdesantis,ihaveafreeresourceineedtoshare#supportnativebusiness#sustygirl#shopnative#nativetiktok#supportindigenousartists#nativeamerican#sustainablegift#environmentaljustice#environmentaljusticeeducation",7262846840234708270,toussaintmorrison
64,voters4ethics,#duetwith@voters4ethics#politicaltiktok#usa#america#viral#popular#influencer#influencers#viralinfluencer#gop#republican#republicans#conservatives#leftwing#dems#decomrat#democrats#liberal#relatable#trend#liberals#political#politics#trump#donaldtrump#trumpcult#trumpindictment#jacksmith#biden#joebiden#harris#kamalaharris#woke#staywoke#wokenessnonesense,7259524932961324331,voters4ethics
65,namaste.to.you,#duetwith@thenewsagents#news#bbc#revolutionnow#righttostrike#toriesoutnow#toriesout#enoughisenough#thebigone#generalelectionnow#sosnhs#protecttheprotest#nhs#fairpayfornursing#climateemergency#climateaction#freespeech#freeassangenow#uk#womensrights#suellabravermanout#brexit#floods#notmyking#humanrights#extinctionrebellion#juststopoil#renewableenergie#wildfireprevention#thebigone#savethebees#fossilfuel#floodinnigeria#sustainability#actnow#africa#climatepolicy#fossilfuel#extinctionrebellion#juststopoil#climatechange#zerowaste#climatechaos#pakistanfloods#thebigone#renewableenergie#wildfireprevention#protecttheprotest#droughts#hungercrisis#avianflu#savetheplanet#savethebees#savetheearth#ecotok#science@mirrorpolitics@bbc@itvnews@doubledownnews,7281571272293616928,thenewsagents
66,what.a.world,#duetwith@elisejoshi#stopwillow#alaska#pipeline#oil#project#biden#administration#native#indigenous#land#people#food,7196351334877007146,elisejoshi
67,robertleeworthey,"#duetwith@robertleewortheyyes,ididaduetwithmyself.thingis,wegettoldallthetimethatv0+!ngisour""bareminimum,""butwhatareourrepresentatives'bareminimumsforus?!theybreakeverycampaignpromisetheymake.the#democratsaredoingbasicallynothingtostoptheriseoffɑʂƈɪ$m.our#rightsarebeingstrippedfromusonebyonebya#supremecourtthatcouldhavebeenaddedtoandstackedawhilebacktostopitfromgoingfurther.#capitalismisrunningamoktothepointofcorporationsholdingourentiregovernmentintheirpocketssotheycanmakeusall#rentersastheybuyuptheentirehousingmarket.we'realreadylookinglikewe'regonnablowrightpastthe1.5°criseinglobaltemperatures,whichcouldbringalllifeonthisplanettoit'sknees,meanwhileourpoliticalworldand#bigoilareourgreatestobstaclestomakingthetangiblechangeswedesperatelyneedtosavehumanityfromd00m.wearenoclosertohavinga#universalhealthcare.#policearetakingmoreandmoreliveseachdaywhilebothmajorpartiesgivethemmoreofourtaxdollars.wearen'tgettinganythingoutofthissocietalcontract.wecan'tkeeppretendingthatour""bareminimum""isgettingusanywhereotherthanfurtherandfurtherintoaveryfɑʂç!$+brandofneo-capitalist#feudalism#quakerpregrain#communism#socialism#anticapitalism#leftist#humanrights#nowarbutclasswar#workers#workersrights#comrade#eattherich#wedeservebetter#savetheworld#climatechange#climateaction#acab#1312#xr#extinctionrebellion#scientistrebellion",7194711987840945450,robertleeworthey
68,ashleee.nicholeee,#stitchwith@dellanoyceilovethissomuchhh.watchingkidsapplywhattheylearnathomeaboutrespondingtoaccidentsissobeautiful#kids#family#love#spreadlove#kindness,7195763520829394222,ilo
69,wearebetterworld,#stitchwith@brennan.kaire-influencingtocreatechange!#deinfluencing#sustainable#sustainability#subtainabilitytiktok#betterworld#zerowaste#lowwaste#sustainableswaps,7195677757680979246,brennan.kai
70,dannieleavesla,#duetwith@nowthisearth#rainmeanwhiletheworldcontinuestofloodasweallcausallyscroll#fyp#fypシ゚viral#floods#nz#newzealand#auckland#flooding#globalwarming#climatechange#naturaldisaster,7193409930760572203,nowthisearth
71,dannieleavesla,#duetwith@nowthisearth#rainmeanwhiletheworldcontinuestofloodasweallcausallyscroll#fyp#fypシ゚viral#floods#nz#newzealand#auckland#flooding#globalwarming#climatechange#naturaldisaster,7193409930760572203,nowthis
