,username,video_description,id,creator
65,eternal.mindset.365x,#duetwith@weatherchannel#mississippiprayingforstrengthandcomforttoalleffectedbythishorrificweather.#extremeweather#tornadoes#heartbreakingscene#fyp#fypシ#foryoupage,7214911769117003050,weatherchannel
66,eternal.mindset.365x,#duetwith@weatherchannel#mississippiprayingforstrengthandcomforttoalleffectedbythishorrificweather.#extremeweather#tornadoes#heartbreakingscene#fyp#fypシ#foryoupage,7214911769117003050,weather
67,sookieswonderland,#duetwith@tornado.edits23#weather#disastroushistory#mississippi#tornado#tornadoemergency#amory#catastrophic#damage#extremeweather#praying#prayingforyou,7214396436216204590,weather
68,choiceisyours_,#duetwith@qasim.rashidtheybannedtherighttobarearmsinmissouributit'snotwhatyouthink.😳#politics#missouri#republican#democrat#fyp,7187947892378799402,qasim.rashid
69,poppunkbullmoose,#duetwith@capitalism_issa_disease#ronaldreagan#fyp#meme#poppunkbullmoose#reaction#millennial#america#liberal#leftist#democrat#republican#conservative#politics,7189239533655821614,capitalism_issa_disease
70,trashcaulin,#duetwith@4oceanwe'veplaugedourplanetwithplastic#4ocean#plasticpollution#plasticfree#oceanconservation,7237089594607537451,4ocean
71,sadstellablue,#duetwith@mozartgabrielofficial#indigenous#greenscreen#bethereasonvisa#intuittouchdowndance#aeholidaycard#pochahontas#thanksgiving#nativetiktok#fyp#duet#foryourpage#icwa#icwarrior#mmiwawareness#mmiw#deadandco#bobweir#johnmayer#oteilburbridge#rights#gratefuldead#deadhead#deadheads#deadheadsoftictok#gratefuldeadlove#gratefuldeadfamily#jerrygarcia#nativeamerican#nativepride#nativeamericantiktok#nativeamericanheritagemonth#nativeamericanpride#nativeamericanhistory,7168504731076218154,mozartgabrielofficial
72,therealphilhsmith2,"#stitchwith@mrpoliticalclipslistentomebecauseisaidso.#johnkerry,#climate,#climatechange,#fossilfuels,#electric,#electriccar,#electricvehicle,#fyp",7254712974059769130,mrpoliticalclips
73,gabnaturalist,#stitchwith@alexisnikolethankyouagain!#washington#nativeplants#yakima#wapato#wa#nativeplanttok#gardening#conservation#garden#nativeplanttiktok,7256143904355913003,alexisnikole
74,chantel.simone,#duetwith@@mikaelaloachwowididn’trealizehowprevalentenvironmentalracismwasindenmark.i’vedonesomeresearchontheintersectionofsustainabilityandbipoccommunitiesintheus.letmeknowifyallareinterestedinhearingaboutfindingsandpotentialsolutions.#sustainability#sustainabilityhacks#environmentalequity#climatejustice#climatechange,7257335951515569454,mikaelaloach
75,prosperityforest,#stitchwith@itsnickholidaygoodmorning-whyisitalways“offthecoastofflorida”now?#sharks#climatechange#ocean,7258621318508203306,itsnickholiday
76,stormjunkie,#duetwith@theweatherchannel#greenscreen#flood#rain,7243461165760793902,weatherchannel
77,stormjunkie,#duetwith@theweatherchannel#greenscreen#flood#rain,7243461165760793902,weather
78,my_fair_feminist,#duetwith@stevehatchell139#politicsjudgemeallyouwant.tacobellismyguiltypleasure.republicansarenot.ithinkthatmakesmeabetterperson.#americapolitics#republicans#democrats#misinformation#disinformation#foxnews#fakenews#wakeupamerica#voteblue2024💙#politicaltiktok#politics#whyidonttrustrepublicanss,7250309371375177002,stevehatchell139
79,sober.hag,#stitchwith@brainrotpolitics#abortion#pregnancy#savictim#sasurvivor#childabuseawareness😭#protectourchildren#prolife#prochoice#destiny#abortionban#forcedbirth#trauma#childhoodtrauma#maternalmorbidity#crisispregnancycenter#plannedparenthood#abortionrights#abortionisessentialhealthcare#abortionisahumanright#abortionishealthcare#abortionisnormal#roevwade#mybodymychoice#usa#america#unitedstates#gop#republican#democrat#liberal#conservative#xyzbcafypシ#fypシ゚viral#fypdongggggggg,7249807691940646190,brainrotpolitics
80,themusculomechanic,#stitchwith@middlemanmediav2@dailymail@andyjiang(youtuber)@teachermwatson#philadelphia#griddy#bye,7253183820453694766,dailymail
81,climatemayhem,#duetwith@vscventures#vcwastewizards?ageniusideathatad(ventures)intopoop-poweredprofit💰😂#climateaction#saveourplanet#climatepodcast#sustainableagriculture#didyouknow,7244688864567217451,vscventures
82,homegrownnationalpark,"#duetwith@hilatheearth🪴nativeplants🪴collabwith@homegrownnationalparknativeplantsaretheorganismsthathavecoevolvedwithacertainecosystemforcenturies,theyliveinharmonywithnativeinsectsandanimals.theirpresencecreatesbiodiversityandhealth!homegrownnationalparkisagrassrootsmovementthatencourageseveryone,everywheretotakeactionbyplantingnativetoregeneratebiodiversity.youcanaddyourlawn,yourbalcony,yourrooftoptothemap!isyourneighborhoodonthenativeplantsmap?areyoustillgrowingandwateringanon-nativegrasslawn?changeitup!watchthebees,andbutterfliesandbirdsrepopulateyourarea!watchlifecomebacktoearth!!!getonthemap!plantnativeandregenerateourbiodiversity!!!📷courtesyof:christiancooperofextraordinarybirderon@natgeowild,americanbeautiesnativeplants®@abnativeplants,naturalgardennatives®@naturalgardennatives,andernstseeds@ernstseeds#homegrownnationalpark#plantsoftiktok",7252495323707362603,hilatheearth
83,openbookshelf,"#duetwith@netflixmalaysiai'vebeenabsentforawhileandi'msorry.i'vebeeninstrugglingtostaveoffamentalhealthcrisissincemarchandilostthebattle(thoughnotthewar,whichithinkisimportantsomehow).itoooftenfallintothebadhabitofthinkingthatjustbecausei'mcapableofsomething,icandoit.lifedoesn'tworkthatway.we(especiallywomen,especiallymums)can'thaveitall.it'sjustnotpossible.i'mhopingtomakeacomebacksoon.it'sjusthardtoguarantee.thankyouforbeingpatientwithme.#mentalhealthmatters#phdlife",7244095274082127131,tfl
84,ay_naaaay,#stitchwith@climatedefianceyouretryingtoinspirenotserenadethemtosleep😂#outofcontrol#outoftouch#colonizerculture#markofthecolonizer,7251755966461414699,climatedefiance
